book_title,author,ratings,avg_rating,book_image,book_url
"Olive, the Other Reindeer",J. Otto Seibold,"8,378",4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435908532i/1049070.jpg,https://www.goodreads.com/book/show/1049070.Olive_the_Other_Reindeer
Superduif,Esther Gerritsen,509,3.53,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1297972321i/10490655.jpg,https://www.goodreads.com/book/show/10490655-superduif
Compel,Penelope Fletcher,"2,018",4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336811692i/10490387.jpg,https://www.goodreads.com/book/show/10490387-compel
The Book of Secrets: Unlocking the Hidden Dimensions of Your Life,Deepak Chopra,"8,291",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320481647i/104909.jpg,https://www.goodreads.com/book/show/104909.The_Book_of_Secrets
Violet Tendencies,Jaye Wells,"1,183",3.71,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1300744808i/10491360.jpg,https://www.goodreads.com/book/show/10491360-violet-tendencies
How to Know God,Deepak Chopra,"4,611",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328817055i/104915.jpg,https://www.goodreads.com/book/show/104915.How_to_Know_God
NexLord: Black Chains,Philip Blood,12,4.58,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1302387107i/10494027.jpg,https://www.goodreads.com/book/show/10494027-nexlord
Bushfire,Paul Anthony,31,4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349016524i/10494181.jpg,https://www.goodreads.com/book/show/10494181-bushfire
Brutal Asset,John Conroe,"7,430",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360897853i/10494298.jpg,https://www.goodreads.com/book/show/10494298-brutal-asset
The Vampire's Warden,S.J. Wright,"3,206",3.55,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1300474576i/10492632.jpg,https://www.goodreads.com/book/show/10492632-the-vampire-s-warden
"Alice in Rapture, Sort Of",Phyllis Reynolds Naylor,"2,636",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348030532i/10494517.jpg,https://www.goodreads.com/book/show/10494517-alice-in-rapture-sort-of
The Dark Ground,Gillian Cross,321,3.54,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309204869i/1049594.jpg,https://www.goodreads.com/book/show/1049594.The_Dark_Ground
Etched in Bone,Adrian Phoenix,"1,311",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1302387628i/10494819.jpg,https://www.goodreads.com/book/show/10494819-etched-in-bone
"I'm Special, I'm Me!",Ann Meek,85,4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408936372i/1049682.jpg,https://www.goodreads.com/book/show/1049682.I_m_Special_I_m_Me_
Akata Witch,Nnedi Okorafor,"36,543",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347794888i/10496302.jpg,https://www.goodreads.com/book/show/10496302-akata-witch
The Unheards,A.K.  Bansal,112,3.52,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327997407i/10497176.jpg,https://www.goodreads.com/book/show/10497176-the-unheards
Hearts for Rent,Crystal James,41,3.68,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1325167724i/10500272.jpg,https://www.goodreads.com/book/show/10500272-hearts-for-rent
Soul's Perfection,Sylvia Browne,491,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388467288i/104990.jpg,https://www.goodreads.com/book/show/104990.Soul_s_Perfection
Ibitsu Vol. 1,Haruto Ryo,771,3.53,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1298026232i/10498487.jpg,https://www.goodreads.com/book/show/10498487-ibitsu-vol-1
Letters to a Soldier,Julia Spencer-Fleming,862,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328316075i/10499350.jpg,https://www.goodreads.com/book/show/10499350-letters-to-a-soldier
Journey of Souls: Case Studies of Life Between Lives,Michael   Newton,"22,352",4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348257965i/104979.jpg,https://www.goodreads.com/book/show/104979.Journey_of_Souls
Drop-Out,Jeannette Eyerly,23,3.43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440970739i/10500453.jpg,https://www.goodreads.com/book/show/10500453-drop-out
Chapterhouse: Dune,Frank Herbert,"73,253",3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1559833930i/105.jpg,https://www.goodreads.com/book/show/105.Chapterhouse
In the Face of Evil: Based on the Life of Dina Frydman Balbien,Tema N. Merback,207,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347421906i/10501374.jpg,https://www.goodreads.com/book/show/10501374-in-the-face-of-evil
Bloomsday: The Bostoniad,David B. Lentz,22,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390173484i/10503446.jpg,https://www.goodreads.com/book/show/10503446-bloomsday
"Maphead: Charting the Wide, Weird World of Geography Wonks",Ken Jennings,"7,972",3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327938058i/10502301.jpg,https://www.goodreads.com/book/show/10502301-maphead
The Jefferson Key,Steve Berry,"21,543",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433168156i/10503124.jpg,https://www.goodreads.com/book/show/10503124-the-jefferson-key
Untold Stories,Alan Bennett,"1,845",4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348821807i/1050295.jpg,https://www.goodreads.com/book/show/1050295.Untold_Stories
The Mysterious Flame Of Queen Loana,Umberto Eco,"12,402",3.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1515200000i/10503.jpg,https://www.goodreads.com/book/show/10503.The_Mysterious_Flame_Of_Queen_Loana
The Sleeping Doll,Jeffery Deaver,"20,117",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348064162i/1050383.jpg,https://www.goodreads.com/book/show/1050383.The_Sleeping_Doll
Perpetual Night,Georgina Morales,47,3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1340739537i/10504222.jpg,https://www.goodreads.com/book/show/10504222-perpetual-night
Manhattan Is My Beat,Jeffery Deaver,"3,465",3.52,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328605615i/1050393.jpg,https://www.goodreads.com/book/show/1050393.Manhattan_Is_My_Beat
Rabbits in the Garden,Jessica McHugh,398,3.52,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327929831i/10504227.jpg,https://www.goodreads.com/book/show/10504227-rabbits-in-the-garden
"Vampire Kisses: Graveyard Games, Volume 1",Ellen Schreiber,"1,655",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348577701i/10505253.jpg,https://www.goodreads.com/book/show/10505253-vampire-kisses
History of Beauty,Umberto Eco,"62,723",3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386926937i/10505.jpg,https://www.goodreads.com/book/show/10505.History_of_Beauty
The Island of the Day Before,Umberto Eco,"15,844",3.49,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435151040i/10506.jpg,https://www.goodreads.com/book/show/10506.The_Island_of_the_Day_Before
Hot Head,Damon Suede,"19,373",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1307050057i/10506237.jpg,https://www.goodreads.com/book/show/10506237-hot-head
Cable-Car,June Drummond,1,1.00,https://dryofg8nmyqjw.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/10507662-cable-car
Dream Thief,Stephen R. Lawhead,"1,597",3.75,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1180528709i/1050676.jpg,https://www.goodreads.com/book/show/1050676.Dream_Thief
The Interludes,Ais,"3,124",4.47,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1346175761i/10506860.jpg,https://www.goodreads.com/book/show/10506860-the-interludes
Baudolino,Umberto Eco,"24,166",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479698120i/10507.jpg,https://www.goodreads.com/book/show/10507.Baudolino
"Johnny Appleseed: The Man, the Myth, the American Story",Howard Means,235,3.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353676008i/10507420.jpg,https://www.goodreads.com/book/show/10507420-johnny-appleseed
On Literature,Umberto Eco,"2,263",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347721678i/10508.jpg,https://www.goodreads.com/book/show/10508.On_Literature
The Selection,Kiera Cass,"1,626,044",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322103400i/10507293.jpg,https://www.goodreads.com/book/show/10507293-the-selection
Soul Bound,Mari Mancusi,"1,387",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331687012i/10508192.jpg,https://www.goodreads.com/book/show/10508192-soul-bound
Xtabentum: A Novel of Yucatan,Rosy Hugener,133,3.43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327880271i/10508401.jpg,https://www.goodreads.com/book/show/10508401-xtabentum
The Gates of Ivory,Margaret Drabble,409,3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171534108i/105084.jpg,https://www.goodreads.com/book/show/105084.The_Gates_of_Ivory
Peaceweaver,Rebecca Barnhouse,242,3.76,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320532142i/10508424.jpg,https://www.goodreads.com/book/show/10508424-peaceweaver
Tuesdays at the Castle,Jessica Day George,"22,216",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331678412i/10508431.jpg,https://www.goodreads.com/book/show/10508431-tuesdays-at-the-castle
Until Proven Guilty,J.A. Jance,"14,885",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348526201i/1051097.jpg,https://www.goodreads.com/book/show/1051097.Until_Proven_Guilty
Oyster: A World History,Drew   Smith,9,4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328818579i/10512744.jpg,https://www.goodreads.com/book/show/10512744-oyster
Introduction to Algorithms: A Creative Approach,Udi Manber,139,4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347328434i/105136.jpg,https://www.goodreads.com/book/show/105136.Introduction_to_Algorithms
Enemy Mine,Barry B. Longyear,"1,450",4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1533047258i/1051162.jpg,https://www.goodreads.com/book/show/1051162.Enemy_Mine
Diary of a Predator: A Memoir,Amy Herdy,96,3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1298118039i/10513426.jpg,https://www.goodreads.com/book/show/10513426-diary-of-a-predator
On a Dark Wing,Jordan Dane,431,3.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1317651153i/10508775.jpg,https://www.goodreads.com/book/show/10508775-on-a-dark-wing
Unlikely Brothers,John Prendergast,189,3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320443907i/10512527.jpg,https://www.goodreads.com/book/show/10512527-unlikely-brothers
Through to You,Emily Hainsworth,"2,401",3.54,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330069911i/10512887.jpg,https://www.goodreads.com/book/show/10512887-through-to-you
I Am Rembrandt's Daughter,Lynn Cullen,"2,394",3.66,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316729232i/1051588.jpg,https://www.goodreads.com/book/show/1051588.I_Am_Rembrandt_s_Daughter
The Legacy,Katherine Webb,"8,978",3.70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440622758i/10516163.jpg,https://www.goodreads.com/book/show/10516163-the-legacy
Angels Fallen,Francis Smith,271,3.62,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1384547194i/10517709.jpg,https://www.goodreads.com/book/show/10517709-angels-fallen
One Direction: Forever Young: Our Official X Factor Story,One Direction,"2,920",4.66,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327151323i/10517686.jpg,https://www.goodreads.com/book/show/10517686-one-direction
The Innocent Mage,Karen Miller,"20,159",3.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327918882i/1051620.jpg,https://www.goodreads.com/book/show/1051620.The_Innocent_Mage
Monkey Mind: A Memoir of Anxiety,Daniel B. Smith,"8,063",3.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344663443i/10516883.jpg,https://www.goodreads.com/book/show/10516883-monkey-mind
Full Black,Brad Thor,"22,373",4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393773645i/10517947.jpg,https://www.goodreads.com/book/show/10517947-full-black
A Theory of Semiotics,Umberto Eco,"1,339",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1383167052i/10518.jpg,https://www.goodreads.com/book/show/10518.A_Theory_of_Semiotics
Stained Glass Monsters,Andrea K. Höst,448,4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1443598386i/10518066.jpg,https://www.goodreads.com/book/show/10518066-stained-glass-monsters
"One Story, One Song",Richard Wagamese,"1,187",4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328759823i/10518339.jpg,https://www.goodreads.com/book/show/10518339-one-story-one-song
The Bite Before Christmas,Lynsay Sands,"18,077",4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328313295i/10518110.jpg,https://www.goodreads.com/book/show/10518110-the-bite-before-christmas
The Soldier's Wife,Margaret Leroy,"15,107",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442718986i/10518423.jpg,https://www.goodreads.com/book/show/10518423-the-soldier-s-wife
From Beirut to Jerusalem,Ang Swee Chai,631,4.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387751340i/105188.jpg,https://www.goodreads.com/book/show/105188.From_Beirut_to_Jerusalem
Extraordinary,Nancy Werlin,"3,577",3.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311702391i/10518595.jpg,https://www.goodreads.com/book/show/10518595-extraordinary
The Story of a Shipwrecked Sailor,Gabriel García Márquez,"10,183",3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1450711004i/105189.jpg,https://www.goodreads.com/book/show/105189.The_Story_of_a_Shipwrecked_Sailor
How to Steal from a Medical Practice: ... And How To Prevent It,Donald R. Elton MD,4,4.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1299101153i/10520478.jpg,https://www.goodreads.com/book/show/10520478-how-to-steal-from-a-medical-practice
Best Stories of Walter De La Mare,Walter de la Mare,67,4.10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308196591i/1052202.jpg,https://www.goodreads.com/book/show/1052202.Best_Stories_of_Walter_De_La_Mare
Mad for Miley: An Unauthorized Biography,Lauren Alexander,83,3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1180539736i/1052134.jpg,https://www.goodreads.com/book/show/1052134.Mad_for_Miley
